ReportingArea,MMWRYear,MMWRWeek,7dayavg_retail_rec,7dayavg_grocery,7dayavg_parks,7dayavg_transit,7dayavg_work,7dayavg_res
Alaska,2020,42,42,-8,-4,24,-21,-19
Alaska,2020,43,43,-9,-4,8,-23,-19
Alaska,2020,44,44,-14,-7,0,-26,-21
Alaska,2020,45,45,-13,-6,1,-26,-23
Alaska,2020,46,46,-16,-7,-5,-25,-22
Alaska,2020,47,47,-23,-8,-9,-31,-34
Alaska,2020,48,48,-16,-6,-10,-29,-22
Alaska,2020,49,49,-16,-6,-3,-27,-21
Alaska,2020,50,50,-12,-2,-5,-19,-21
Alaska,2020,51,51,-20,-5,2,-28,-37
Alaska,2020,52,52,-17,-5,7,-28,-33
Arizona,2020,7,4,1,12,3,-4,1
Arizona,2020,8,8,8,4,11,8,3
Arizona,2020,9,9,9,7,16,7,2
Arizona,2020,10,10,4,11,6,0,-6
Arizona,2020,11,11,-20,9,-4,-18,-23
Arizona,2020,12,12,-37,-12,-7,-36,-36
Arizona,2020,13,13,-39,-14,-13,-41,-41
Arizona,2020,14,14,-40,-14,-16,-44,-44
Arizona,2020,15,15,-38,-16,-12,-40,-42
Arizona,2020,16,16,-34,-13,-5,-39,-40
Arizona,2020,17,17,-30,-8,-4,-35,-39
Arizona,2020,18,18,-27,-2,4,-34,-36
Arizona,2020,19,19,-24,-4,9,-31,-34
Arizona,2020,20,20,-18,-2,16,-28,-31
Arizona,2020,21,21,-18,-3,17,-29,-32
Arizona,2020,22,22,-17,-2,9,-27,-27
Arizona,2020,23,23,-15,-3,22,-23,-27
Arizona,2020,24,24,-17,-3,15,-25,-28
Arizona,2020,25,25,-19,-6,18,-24,-30
Arizona,2020,26,26,-23,-3,28,-26,-36
Arizona,2020,27,27,-22,-7,3,-25,-33
Arizona,2020,28,28,-21,-7,8,-26,-32
Arizona,2020,29,29,-20,-9,9,-26,-32
Arizona,2020,30,30,-20,-8,4,-25,-32
Arizona,2020,31,31,-20,-8,10,-24,-32
Arizona,2020,32,32,-21,-9,14,-25,-32
Arizona,2020,33,33,-21,-10,-23,-30,-31
Arizona,2020,34,34,-21,-11,-22,-30,-30
Arizona,2020,35,35,-21,-11,-14,-27,-32
Arizona,2020,36,36,-18,-10,17,-24,-33
Arizona,2020,37,37,-18,-12,5,-24,-28
Arizona,2020,38,38,-18,-12,-3,-25,-28
Arizona,2020,39,39,-17,-10,-7,-23,-28
Arizona,2020,40,40,-17,-11,-1,-23,-28
Arizona,2020,41,41,-17,-11,-6,-22,-28
Arizona,2020,42,42,-17,-11,-9,-22,-26
Arizona,2020,43,43,-16,-9,-16,-21,-26
Arizona,2020,44,44,-18,-11,-17,-24,-26
Arizona,2020,45,45,-17,-11,-13,-24,-27
Arizona,2020,46,46,-18,-10,-15,-24,-26
Arizona,2020,47,47,-22,-10,-17,-26,-38
Arizona,2020,48,48,-18,-10,-24,-27,-26
Arizona,2020,49,49,-18,-10,-26,-28,-27
Arizona,2020,50,50,-15,-7,-26,-23,-27
Arizona,2020,51,51,-22,-8,-20,-28,-41
Arizona,2020,52,52,-18,-11,-19,-27,-39
Arkansas,2020,7,3,0,14,0,-1,0
Arkansas,2020,8,8,10,5,18,4,2
Arkansas,2020,9,9,14,10,49,7,3
Arkansas,2020,10,10,7,16,34,3,1
Arkansas,2020,11,11,-18,9,13,-10,-18
Arkansas,2020,12,12,-32,-9,43,-22,-32
Arkansas,2020,13,13,-30,-5,21,-26,-33
Arkansas,2020,14,14,-31,-4,31,-30,-35
Arkansas,2020,15,15,-27,-7,16,-25,-34
Arkansas,2020,16,16,-24,-3,20,-24,-32
Arkansas,2020,17,17,-15,5,50,-18,-30
Arkansas,2020,18,18,-12,11,45,-16,-28
Arkansas,2020,19,19,-12,6,34,-15,-26
Arkansas,2020,20,20,-7,8,76,-9,-25
Arkansas,2020,21,21,-10,6,78,-11,-27
Arkansas,2020,22,22,-4,9,90,-4,-21
Arkansas,2020,23,23,-6,7,93,-3,-21
Arkansas,2020,24,24,-5,9,103,-1,-22
Arkansas,2020,25,25,-7,5,90,-2,-23
Arkansas,2020,26,26,-7,8,97,-4,-30
Arkansas,2020,27,27,-8,3,83,-3,-25
Arkansas,2020,28,28,-8,4,85,-4,-25
Arkansas,2020,29,29,-9,3,83,-5,-25
Arkansas,2020,30,30,-8,3,73,-4,-25
Arkansas,2020,31,31,-6,4,91,-2,-25
Arkansas,2020,32,32,-7,1,70,-3,-25
Arkansas,2020,33,33,-6,1,55,-4,-23
Arkansas,2020,34,34,-10,-2,51,-7,-23
Arkansas,2020,35,35,-4,3,71,-1,-23
Arkansas,2020,36,36,-9,-2,79,-7,-27
Arkansas,2020,37,37,-7,-2,85,-5,-20
Arkansas,2020,38,38,-10,-4,57,-7,-20
Arkansas,2020,39,39,-6,0,60,-4,-19
Arkansas,2020,40,40,-9,-2,63,-3,-19
Arkansas,2020,41,41,-9,-3,64,-2,-19
Arkansas,2020,42,42,-9,-4,54,-3,-19
Arkansas,2020,43,43,-9,-4,25,-7,-18
Arkansas,2020,44,44,-8,-3,45,-5,-17
Arkansas,2020,45,45,-11,-4,34,-6,-19
Arkansas,2020,46,46,-12,-3,29,-4,-19
Arkansas,2020,47,47,-19,-6,30,-11,-36
Arkansas,2020,48,48,-11,-3,10,-7,-17
Arkansas,2020,49,49,-13,-4,11,-8,-18
Arkansas,2020,50,50,-9,-1,4,-2,-19
Arkansas,2020,51,51,-16,-4,20,-15,-38
Arkansas,2020,52,52,-14,-6,-1,-16,-35
California,2020,7,2,0,18,-1,-5,1
California,2020,8,8,6,3,22,3,3
California,2020,9,9,5,6,18,0,3
California,2020,10,10,-2,13,-9,-12,-3
California,2020,11,11,-29,5,-16,-34,-29
California,2020,12,12,-44,-18,-27,-49,-43
California,2020,13,13,-43,-16,-32,-50,-45
California,2020,14,14,-47,-19,-43,-55,-48
California,2020,15,15,-49,-19,-29,-49,-45
California,2020,16,16,-51,-14,-24,-48,-43
California,2020,17,17,-46,-10,-12,-44,-42
California,2020,18,18,-41,-3,-9,-41,-39
California,2020,19,19,-42,-7,-14,-41,-38
California,2020,20,20,-39,-5,5,-39,-36
California,2020,21,21,-37,-5,15,-38,-36
California,2020,22,22,-35,-4,6,-36,-32
California,2020,23,23,-29,-3,21,-33,-30
California,2020,24,24,-27,-3,23,-31,-30
California,2020,25,25,-28,-6,21,-32,-30
California,2020,26,26,-28,-3,24,-35,-37
California,2020,27,27,-28,-6,18,-33,-32
California,2020,28,28,-28,-5,22,-34,-33
California,2020,29,29,-28,-7,25,-35,-33
California,2020,30,30,-27,-6,25,-34,-33
California,2020,31,31,-26,-6,26,-33,-33
California,2020,32,32,-27,-7,22,-34,-33
California,2020,33,33,-28,-8,11,-35,-33
California,2020,34,34,-27,-10,5,-35,-32
California,2020,35,35,-28,-9,3,-38,-34
California,2020,36,36,-26,-9,2,-36,-36
California,2020,37,37,-24,-10,8,-35,-30
California,2020,38,38,-25,-10,4,-36,-30
California,2020,39,39,-24,-8,-3,-35,-30
California,2020,40,40,-24,-9,3,-35,-30
California,2020,41,41,-24,-10,2,-33,-30
California,2020,42,42,-24,-10,-4,-33,-30
California,2020,43,43,-23,-8,-6,-35,-29
California,2020,44,44,-24,-11,-12,-38,-30
California,2020,45,45,-24,-11,-12,-38,-30
California,2020,46,46,-26,-10,-19,-38,-29
California,2020,47,47,-30,-11,-19,-40,-41
California,2020,48,48,-26,-10,-20,-41,-30
California,2020,49,49,-32,-13,-31,-44,-33
California,2020,50,50,-27,-9,-22,-40,-32
California,2020,51,51,-32,-10,-19,-45,-45
California,2020,52,52,-31,-13,-18,-46,-45
Colorado,2020,7,1,2,-7,1,-2,1
Colorado,2020,8,8,3,3,-1,2,3
Colorado,2020,9,9,6,9,19,1,3
Colorado,2020,10,10,0,18,14,-8,-1
Colorado,2020,11,11,-31,3,-2,-37,-32
Colorado,2020,12,12,-44,-16,-4,-53,-44
Colorado,2020,13,13,-46,-21,-16,-57,-48
Colorado,2020,14,14,-44,-16,7,-55,-49
Colorado,2020,15,15,-51,-26,-38,-59,-49
Colorado,2020,16,16,-42,-18,5,-51,-46
Colorado,2020,17,17,-36,-11,21,-47,-43
Colorado,2020,18,18,-31,-3,27,-44,-40
Colorado,2020,19,19,-30,-5,25,-43,-38
Colorado,2020,20,20,-25,-1,58,-38,-36
Colorado,2020,21,21,-25,-4,55,-37,-37
Colorado,2020,22,22,-20,0,57,-34,-30
Colorado,2020,23,23,-17,0,73,-31,-29
Colorado,2020,24,24,-15,2,78,-29,-29
Colorado,2020,25,25,-15,0,83,-27,-29
Colorado,2020,26,26,-15,5,95,-27,-35
Colorado,2020,27,27,-14,2,89,-26,-31
Colorado,2020,28,28,-14,2,85,-27,-30
Colorado,2020,29,29,-13,1,90,-28,-30
Colorado,2020,30,30,-12,2,92,-27,-31
Colorado,2020,31,31,-12,2,96,-25,-31
Colorado,2020,32,32,-13,1,89,-26,-31
Colorado,2020,33,33,-14,-1,69,-27,-30
Colorado,2020,34,34,-16,-3,58,-28,-29
Colorado,2020,35,35,-11,2,86,-24,-29
Colorado,2020,36,36,-17,-5,44,-31,-33
Colorado,2020,37,37,-15,-4,68,-28,-27
Colorado,2020,38,38,-15,-4,55,-29,-27
Colorado,2020,39,39,-14,-3,46,-28,-26
Colorado,2020,40,40,-15,-4,45,-28,-26
Colorado,2020,41,41,-17,-5,32,-27,-27
Colorado,2020,42,42,-21,-7,5,-32,-27
Colorado,2020,43,43,-21,-7,-2,-34,-28
Colorado,2020,44,44,-21,-8,6,-37,-27
Colorado,2020,45,45,-24,-10,-15,-40,-29
Colorado,2020,46,46,-24,-9,-3,-38,-30
Colorado,2020,47,47,-32,-11,-13,-42,-42
Colorado,2020,48,48,-26,-9,-13,-42,-30
Colorado,2020,49,49,-29,-10,-22,-44,-32
Colorado,2020,50,50,-25,-6,-27,-38,-30
Colorado,2020,51,51,-29,-7,-3,-38,-42
Colorado,2020,52,52,-28,-10,-15,-38,-40
Connecticut,2020,7,4,-3,15,4,-4,1
Connecticut,2020,8,8,5,1,19,5,3
Connecticut,2020,9,9,7,7,25,5,3
Connecticut,2020,10,10,1,16,37,-6,-2
Connecticut,2020,11,11,-28,7,23,-33,-28
Connecticut,2020,12,12,-46,-19,10,-51,-43
Connecticut,2020,13,13,-46,-18,1,-55,-46
Connecticut,2020,14,14,-45,-15,19,-55,-49
Connecticut,2020,15,15,-47,-25,0,-56,-48
Connecticut,2020,16,16,-41,-20,27,-52,-45
Connecticut,2020,17,17,-39,-17,22,-50,-43
Connecticut,2020,18,18,-32,-7,38,-46,-41
Connecticut,2020,19,19,-30,-11,67,-42,-38
Connecticut,2020,20,20,-26,-8,68,-38,-37
Connecticut,2020,21,21,-24,-9,88,-35,-36
Connecticut,2020,22,22,-18,-5,77,-31,-30
Connecticut,2020,23,23,-14,-3,107,-26,-28
Connecticut,2020,24,24,-11,1,121,-22,-27
Connecticut,2020,25,25,-11,-2,105,-22,-28
Connecticut,2020,26,26,-14,-1,103,-23,-35
Connecticut,2020,27,27,-12,-4,99,-21,-29
Connecticut,2020,28,28,-10,-3,125,-19,-28
Connecticut,2020,29,29,-10,-4,114,-20,-28
Connecticut,2020,30,30,-9,-3,120,-19,-29
Connecticut,2020,31,31,-7,-1,98,-19,-31
Connecticut,2020,32,32,-8,-3,112,-18,-29
Connecticut,2020,33,33,-11,-7,96,-19,-28
Connecticut,2020,34,34,-10,-7,81,-20,-28
Connecticut,2020,35,35,-6,-4,111,-15,-27
Connecticut,2020,36,36,-10,-6,101,-21,-30
Connecticut,2020,37,37,-9,-5,86,-22,-24
Connecticut,2020,38,38,-10,-7,72,-25,-23
Connecticut,2020,39,39,-10,-4,64,-24,-23
Connecticut,2020,40,40,-12,-5,65,-22,-22
Connecticut,2020,41,41,-14,-8,38,-24,-24
Connecticut,2020,42,42,-16,-9,40,-25,-23
Connecticut,2020,43,43,-17,-8,10,-30,-23
Connecticut,2020,44,44,-14,-8,39,-29,-23
Connecticut,2020,45,45,-18,-9,12,-33,-25
Connecticut,2020,46,46,-18,-8,6,-32,-24
Connecticut,2020,47,47,-24,-10,4,-33,-37
Connecticut,2020,48,48,-21,-10,-9,-36,-26
Connecticut,2020,49,49,-19,-9,-4,-35,-25
Connecticut,2020,50,50,-22,-9,-22,-36,-30
Connecticut,2020,51,51,-21,-5,-13,-33,-38
Connecticut,2020,52,52,-21,-10,-5,-36,-39
Delaware,2020,7,5,1,20,8,-1,0
Delaware,2020,8,8,6,2,13,4,3
Delaware,2020,9,9,9,5,24,6,3
Delaware,2020,10,10,5,11,55,0,-1
Delaware,2020,11,11,-21,3,46,-29,-25
Delaware,2020,12,12,-42,-21,-1,-50,-40
Delaware,2020,13,13,-41,-21,11,-50,-43
Delaware,2020,14,14,-41,-19,23,-51,-46
Delaware,2020,15,15,-45,-24,-15,-53,-46
Delaware,2020,16,16,-38,-19,16,-47,-43
Delaware,2020,17,17,-35,-16,15,-43,-42
Delaware,2020,18,18,-31,-8,10,-42,-39
Delaware,2020,19,19,-28,-10,48,-38,-37
Delaware,2020,20,20,-27,-8,20,-38,-35
Delaware,2020,21,21,-25,-7,71,-33,-35
Delaware,2020,22,22,-14,-1,86,-28,-28
Delaware,2020,23,23,-8,2,119,-22,-27
Delaware,2020,24,24,-3,4,120,-18,-26
Delaware,2020,25,25,-5,3,124,-15,-26
Delaware,2020,26,26,-4,7,151,-19,-32
Delaware,2020,27,27,-6,2,108,-20,-27
Delaware,2020,28,28,-4,4,149,-17,-26
Delaware,2020,29,29,-5,3,122,-19,-26
Delaware,2020,30,30,-3,3,137,-18,-27
Delaware,2020,31,31,-4,2,112,-17,-28
Delaware,2020,32,32,-4,1,130,-15,-27
Delaware,2020,33,33,-4,1,128,-16,-26
Delaware,2020,34,34,-5,-1,75,-21,-26
Delaware,2020,35,35,-1,4,NA,-21,-25
Delaware,2020,36,36,-6,-2,94,-21,-30
Delaware,2020,37,37,-4,-1,83,-22,-24
Delaware,2020,38,38,-7,-3,69,-27,-23
Delaware,2020,39,39,-6,-1,54,-23,-23
Delaware,2020,40,40,-8,-3,55,-25,-23
Delaware,2020,41,41,-10,-4,38,-26,-23
Delaware,2020,42,42,-11,-4,38,-30,-23
Delaware,2020,43,43,-14,-6,2,-34,-24
Delaware,2020,44,44,-9,-4,35,-28,-23
Delaware,2020,45,45,-12,-6,5,-37,-24
Delaware,2020,46,46,-13,-3,-2,-37,-23
Delaware,2020,47,47,-17,-5,8,-40,-34
Delaware,2020,48,48,-14,-6,-14,-41,-24
Delaware,2020,49,49,-13,-5,-1,-40,-23
Delaware,2020,50,50,-16,-5,-30,-42,-26
Delaware,2020,51,51,-18,-4,-13,-41,-37
Delaware,2020,52,52,-16,-8,-19,-43,-37
District of Columbia,2020,7,-2,-4,17,-5,-9,2
District of Columbia,2020,8,8,3,-3,4,4,2
District of Columbia,2020,9,9,6,2,7,5,2
District of Columbia,2020,10,10,-3,7,17,-8,-5
District of Columbia,2020,11,11,-43,-9,-16,-52,-42
District of Columbia,2020,12,12,-59,-28,-51,-69,-56
District of Columbia,2020,13,13,-59,-28,-49,-71,-59
District of Columbia,2020,14,14,-61,-31,-50,-72,-61
District of Columbia,2020,15,15,-63,-33,-59,-73,-60
District of Columbia,2020,16,16,-61,-31,-59,-70,-59
District of Columbia,2020,17,17,-59,-28,-58,-69,-58
District of Columbia,2020,18,18,-57,-23,-59,-69,-56
District of Columbia,2020,19,19,-56,-23,-45,-66,-54
District of Columbia,2020,20,20,-56,-23,-49,-67,-53
District of Columbia,2020,21,21,-54,-22,-36,-64,-50
District of Columbia,2020,22,22,-49,-19,-25,-58,-46
District of Columbia,2020,23,23,-47,-15,-27,-58,-44
District of Columbia,2020,24,24,-47,-17,-34,-58,-44
District of Columbia,2020,25,25,-45,-17,-30,-56,-44
District of Columbia,2020,26,26,-45,-15,-25,-59,-47
District of Columbia,2020,27,27,-44,-17,-35,-58,-44
District of Columbia,2020,28,28,-43,-16,-29,-58,-43
District of Columbia,2020,29,29,-44,-18,-38,-59,-44
District of Columbia,2020,30,30,-43,-17,-32,-58,-44
District of Columbia,2020,31,31,-42,-18,-35,-58,-44
District of Columbia,2020,32,32,-43,-19,-36,-58,-45
District of Columbia,2020,33,33,-43,-18,-31,-67,-44
District of Columbia,2020,34,34,-42,-17,-20,-64,-45
District of Columbia,2020,35,35,-46,-19,-24,-65,-46
District of Columbia,2020,36,36,-44,-20,-14,-61,-47
District of Columbia,2020,37,37,-41,-18,-11,-59,-43
District of Columbia,2020,38,38,-42,-18,-12,-58,-43
District of Columbia,2020,39,39,-41,-15,-18,-59,-42
District of Columbia,2020,40,40,-43,-18,-25,-60,-43
District of Columbia,2020,41,41,-44,-18,-22,-59,-43
District of Columbia,2020,42,42,-44,-19,-30,-60,-43
District of Columbia,2020,43,43,-46,-20,-42,-62,-43
District of Columbia,2020,44,44,-42,-18,-14,-57,-42
District of Columbia,2020,45,45,-45,-21,-33,-62,-44
District of Columbia,2020,46,46,-46,-20,-36,-63,-42
District of Columbia,2020,47,47,-50,-24,-36,-66,-48
District of Columbia,2020,48,48,-48,-22,-49,-66,-43
District of Columbia,2020,49,49,-47,-22,-36,-64,-42
District of Columbia,2020,50,50,-49,-25,-55,-67,-44
District of Columbia,2020,51,51,-54,-29,-48,-70,-49
District of Columbia,2020,52,52,-53,-27,-49,-70,-50
Florida,2020,7,7,3,1,9,3,-2
Florida,2020,8,8,4,2,4,4,1
Florida,2020,9,9,5,6,10,3,1
Florida,2020,10,10,-1,10,6,-6,-2
Florida,2020,11,11,-25,5,-8,-31,-25
Florida,2020,12,12,-45,-17,-40,-53,-40
Florida,2020,13,13,-47,-20,-49,-59,-45
Florida,2020,14,14,-51,-24,-53,-62,-48
Florida,2020,15,15,-51,-27,-57,-61,-47
Florida,2020,16,16,-47,-23,-51,-59,-44
Florida,2020,17,17,-42,-18,-37,-55,-42
Florida,2020,18,18,-37,-12,-31,-52,-39
Florida,2020,19,19,-35,-14,-31,-51,-36
Florida,2020,20,20,-32,-12,-24,-49,-34
Florida,2020,21,21,-31,-13,-25,-48,-34
Florida,2020,22,22,-27,-11,-24,-43,-29
Florida,2020,23,23,-26,-11,-17,-43,-27
Florida,2020,24,24,-25,-9,-14,-42,-27
Florida,2020,25,25,-26,-10,-13,-41,-29
Florida,2020,26,26,-27,-10,-11,-42,-34
Florida,2020,27,27,-28,-13,-22,-43,-31
Florida,2020,28,28,-28,-13,-21,-45,-31
Florida,2020,29,29,-28,-14,-21,-45,-31
Florida,2020,30,30,-27,-13,-20,-45,-31
Florida,2020,31,31,-28,-16,-22,-45,-32
Florida,2020,32,32,-27,-16,-21,-44,-31
Florida,2020,33,33,-28,-16,-25,-44,-31
Florida,2020,34,34,-28,-16,-26,-44,-30
Florida,2020,35,35,-23,-15,-21,-41,-30
Florida,2020,36,36,-28,-17,-26,-45,-34
Florida,2020,37,37,-27,-16,-23,-43,-29
Florida,2020,38,38,-26,-16,-25,-43,-27
Florida,2020,39,39,-26,-15,-31,-42,-27
Florida,2020,40,40,-26,-16,-29,-42,-27
Florida,2020,41,41,-25,-15,-20,-39,-27
Florida,2020,42,42,-25,-16,-30,-39,-27
Florida,2020,43,43,-24,-13,-26,-39,-26
Florida,2020,44,44,-25,-14,-27,-41,-25
Florida,2020,45,45,-26,-16,-34,-43,-28
Florida,2020,46,46,-24,-13,-30,-38,-24
Florida,2020,47,47,-28,-15,-24,-38,-38
Florida,2020,48,48,-23,-13,-33,-39,-24
Florida,2020,49,49,-23,-12,-30,-40,-23
Florida,2020,50,50,-21,-10,-35,-37,-23
Florida,2020,51,51,-27,-11,-29,-36,-39
Florida,2020,52,-23,-13,-20,-36,-39,11
Georgia,2020,7,7,1,-2,8,1,-4
Georgia,2020,8,8,6,3,12,5,2
Georgia,2020,9,9,7,4,16,3,2
Georgia,2020,10,10,3,15,36,-3,-1
Georgia,2020,11,11,-21,8,13,-26,-24
Georgia,2020,12,12,-37,-10,-8,-44,-37
Georgia,2020,13,13,-39,-9,-16,-50,-43
Georgia,2020,14,14,-42,-14,-11,-54,-47
Georgia,2020,15,15,-39,-17,-12,-52,-44
Georgia,2020,16,16,-36,-14,-13,-51,-42
Georgia,2020,17,17,-27,-7,7,-45,-39
Georgia,2020,18,18,-21,0,13,-42,-36
Georgia,2020,19,19,-20,-3,28,-41,-34
Georgia,2020,20,20,-18,-3,23,-38,-32
Georgia,2020,21,21,-19,-4,27,-40,-34
Georgia,2020,22,22,-14,-2,34,-39,-28
Georgia,2020,23,23,-14,-2,41,-36,-27
Georgia,2020,24,24,-12,0,51,-33,-27
Georgia,2020,25,25,-14,-3,34,-33,-29
Georgia,2020,26,26,-14,0,43,-34,-35
Georgia,2020,27,27,-15,-5,33,-32,-31
Georgia,2020,28,28,-14,-4,39,-33,-31
Georgia,2020,29,29,-14,-5,34,-33,-31
Georgia,2020,30,30,-13,-4,36,-33,-31
Georgia,2020,31,31,-13,-5,37,-32,-30
Georgia,2020,32,32,-14,-7,25,-32,-30
Georgia,2020,33,33,-16,-8,23,-33,-29
Georgia,2020,34,34,-17,-9,18,-35,-28
Georgia,2020,35,35,-13,-5,43,-30,-29
Georgia,2020,36,36,-16,-8,37,-34,-32
Georgia,2020,37,37,-15,-9,21,-33,-27
Georgia,2020,38,38,-15,-9,20,-32,-26
Georgia,2020,39,39,-13,-6,20,-31,-25
Georgia,2020,40,40,-15,-8,12,-31,-25
Georgia,2020,41,41,-13,-7,35,-28,-26
Georgia,2020,42,42,-14,-7,28,-29,-24
Georgia,2020,43,43,-13,-5,19,-30,-25
Georgia,2020,44,44,-15,-8,9,-32,-24
Georgia,2020,45,45,-14,-8,5,-31,-24
Georgia,2020,46,46,-14,-5,3,-28,-22
Georgia,2020,47,47,-20,-6,2,-29,-39
Georgia,2020,48,48,-14,-7,-13,-31,-23
Georgia,2020,49,49,-14,-6,-7,-32,-22
Georgia,2020,50,50,-12,-3,-16,-27,-23
Georgia,2020,51,51,-19,-5,-14,-30,-41
Georgia,2020,52,-16,-7,-8,-29,-39,12
Hawaii,2020,7,7,2,0,10,2,-6
Hawaii,2020,8,8,3,2,10,2,1
Hawaii,2020,9,9,2,3,8,-2,2
Hawaii,2020,10,10,-3,5,4,-6,-1
Hawaii,2020,11,11,-23,-1,-22,-26,-22
Hawaii,2020,12,12,-47,-24,-52,-55,-40
Hawaii,2020,13,13,-51,-28,-59,-66,-46
Hawaii,2020,14,14,-51,-25,-58,-68,-49
Hawaii,2020,15,15,-53,-29,-56,-67,-47
Hawaii,2020,16,16,-50,-27,-52,-66,-45
Hawaii,2020,17,17,-46,-24,-44,-64,-43
Hawaii,2020,18,18,-43,-17,-41,-62,-40
Hawaii,2020,19,19,-42,-20,-34,-62,-38
Hawaii,2020,20,20,-40,-17,-29,-60,-36
Hawaii,2020,21,21,-38,-17,-23,-60,-36
Hawaii,2020,22,22,-35,-16,-23,-57,-30
Hawaii,2020,23,23,-33,-17,-21,-57,-31
Hawaii,2020,24,24,-32,-17,-21,-55,-29
Hawaii,2020,25,25,-32,-19,-22,-54,-29
Hawaii,2020,26,26,-33,-15,-19,-57,-36
Hawaii,2020,27,27,-31,-17,-23,-53,-30
Hawaii,2020,28,28,-31,-18,-23,-54,-29
Hawaii,2020,29,29,-30,-14,-26,-54,-30
Hawaii,2020,30,30,-35,-23,-30,-57,-33
Hawaii,2020,31,31,-33,-18,-26,-55,-30
Hawaii,2020,32,32,-35,-22,-44,-57,-32
Hawaii,2020,33,33,-36,-23,-43,-59,-33
Hawaii,2020,34,34,-39,-24,-43,-61,-34
Hawaii,2020,35,35,-46,-25,-58,-65,-40
Hawaii,2020,36,36,-43,-25,-42,-62,-41
Hawaii,2020,37,37,-42,-25,-40,-60,-36
Hawaii,2020,38,38,-40,-25,-43,-61,-33
Hawaii,2020,39,39,-37,-22,-39,-58,-32
Hawaii,2020,40,40,-37,-22,-42,-58,-34
Hawaii,2020,41,41,-37,-23,-38,-56,-33
Hawaii,2020,42,42,-34,-22,-39,-55,-31
Hawaii,2020,43,43,-33,-20,-40,-54,-30
Hawaii,2020,44,44,-33,-20,-36,-54,-31
Hawaii,2020,45,45,-31,-18,-36,-53,-33
Hawaii,2020,46,46,-31,-18,-40,-51,-29
Hawaii,2020,47,47,-34,-20,-44,-53,-38
Hawaii,2020,48,48,-29,-18,-38,-51,-28
Hawaii,2020,49,49,-29,-17,-38,-53,-28
Hawaii,2020,50,50,-27,-15,-41,-49,-28
Hawaii,2020,51,51,-31,-16,-34,-51,-40
Hawaii,2020,52,-30,-17,-31,-50,-40,13
Idaho,2020,7,7,5,3,22,5,-2
Idaho,2020,8,8,8,6,28,7,3
Idaho,2020,9,9,9,11,32,8,3
Idaho,2020,10,10,5,18,38,4,2
Idaho,2020,11,11,-15,14,50,-10,-19
Idaho,2020,12,12,-36,-9,27,-28,-37
Idaho,2020,13,13,-41,-14,7,-36,-42
Idaho,2020,14,14,-38,-9,50,-36,-43
Idaho,2020,15,15,-36,-12,41,-35,-41
Idaho,2020,16,16,-29,-7,66,-29,-39
Idaho,2020,17,17,-24,-2,85,-23,-37
Idaho,2020,18,18,-18,7,90,-17,-33
Idaho,2020,19,19,-18,6,89,-15,-31
Idaho,2020,20,20,-10,6,71,-8,-28
Idaho,2020,21,21,-7,10,186,-1,-30
Idaho,2020,22,22,-2,10,165,1,-23
Idaho,2020,23,23,-3,8,137,-1,-23
Idaho,2020,24,24,1,11,152,5,-23
Idaho,2020,25,25,1,13,222,8,-24
Idaho,2020,26,26,-2,18,180,8,-31
Idaho,2020,27,27,-1,13,222,10,-26
Idaho,2020,28,28,-2,13,220,6,-26
Idaho,2020,29,29,-2,14,200,8,-26
Idaho,2020,30,30,-3,12,198,9,-26
Idaho,2020,31,31,-1,12,191,11,-26
Idaho,2020,32,32,-2,10,185,10,-26
Idaho,2020,33,33,-3,8,-53,7,-26
Idaho,2020,34,34,-5,6,73,2,-25
Idaho,2020,35,35,5,15,NA,16,-23
Idaho,2020,36,36,-5,6,120,4,-30
Idaho,2020,37,37,-5,4,129,1,-23
Idaho,2020,38,38,-6,3,116,-1,-21
Idaho,2020,39,39,-5,4,109,1,-22
Idaho,2020,40,40,-7,3,96,-1,-22
Idaho,2020,41,41,-7,1,84,-4,-22
Idaho,2020,42,42,-8,-1,53,-8,-21
Idaho,2020,43,43,-8,0,54,-9,-21
Idaho,2020,44,44,-9,-2,38,-14,-21
Idaho,2020,45,45,-12,-4,2,-20,-22
Idaho,2020,46,46,-11,-2,16,-16,-20
Idaho,2020,47,47,-17,-2,20,-20,-37
Idaho,2020,48,48,-10,-1,14,-19,-19
Idaho,2020,49,49,-10,-1,8,-22,-19
Idaho,2020,50,50,-6,4,4,-15,-19
Idaho,2020,51,51,-14,1,17,-21,-38
Idaho,2020,52,-11,-3,14,-21,-35,10
Illinois,2020,7,7,4,1,12,2,-1
Illinois,2020,8,8,6,5,18,4,2
Illinois,2020,9,9,10,10,38,6,3
Illinois,2020,10,10,3,22,26,-3,-1
Illinois,2020,11,11,-27,16,1,-30,-26
Illinois,2020,12,12,-50,-19,-16,-50,-44
Illinois,2020,13,13,-45,-12,-4,-49,-46
Illinois,2020,14,14,-44,-8,5,-50,-48
Illinois,2020,15,15,-45,-15,-6,-48,-46
Illinois,2020,16,16,-40,-12,8,-46,-44
Illinois,2020,17,17,-35,-7,31,-41,-42
Illinois,2020,18,18,-31,1,24,-38,-40
Illinois,2020,19,19,-32,-5,18,-38,-38
Illinois,2020,20,20,-31,-4,20,-36,-37
Illinois,2020,21,21,-26,-1,63,-32,-36
Illinois,2020,22,22,-22,-1,63,-30,-30
Illinois,2020,23,23,-17,1,78,-25,-28
